sex,age,country_code,geo,year,population
T,Y60-64,FI,Finland,2016,371660
T,Y60-64,FI,Finland,2017,371711
T,Y60-64,FI,Finland,2018,367232
T,Y60-64,FI,Finland,2019,362561
T,Y60-64,FI,Finland,2020,359619
T,Y60-64,FI,Finland,2021,357251
T,Y60-64,FI,Finland,2022,354782
T,Y60-64,FI,Finland,2023,354703
T,Y60-64,FR,France,2014,4098261
T,Y60-64,FR,France,2015,4083926
T,Y60-64,FR,France,2016,4057572
T,Y60-64,FR,France,2017,4066565
T,Y60-64,FR,France,2018,4067037
T,Y60-64,FR,France,2019,4083561
T,Y60-64,FR,France,2020,4104649
T,Y60-64,FR,France,2021,4142928
T,Y60-64,FR,France,2022,4178635
T,Y60-64,FR,France,2023,4208447
T,Y60-64,HR,Croatia,2014,285115
T,Y60-64,HR,Croatia,2015,289373
T,Y60-64,HR,Croatia,2016,292599
T,Y60-64,HR,Croatia,2017,299063
T,Y60-64,HR,Croatia,2018,298518
T,Y60-64,HR,Croatia,2019,297658
T,Y60-64,HR,Croatia,2020,295571
T,Y60-64,HR,Croatia,2021,292648
T,Y60-64,HR,Croatia,2022,286296
T,Y60-64,HR,Croatia,2023,282869
T,Y60-64,HU,Hungary,2014,679618
T,Y60-64,HU,Hungary,2015,708570
T,Y60-64,HU,Hungary,2016,725105
T,Y60-64,HU,Hungary,2017,731374
T,Y60-64,HU,Hungary,2018,721902
T,Y60-64,HU,Hungary,2019,694871
T,Y60-64,HU,Hungary,2020,651379
T,Y60-64,HU,Hungary,2021,613385
T,Y60-64,HU,Hungary,2022,580334
T,Y60-64,HU,Hungary,2023,557540
T,Y60-64,IE,Ireland,2014,225516
T,Y60-64,IE,Ireland,2015,229764
T,Y60-64,IE,Ireland,2016,234752
T,Y60-64,IE,Ireland,2017,240715
T,Y60-64,IE,Ireland,2018,244778
T,Y60-64,IE,Ireland,2019,251288
T,Y60-64,IE,Ireland,2020,257341
T,Y60-64,IE,Ireland,2021,264346
T,Y60-64,IE,Ireland,2022,269870
T,Y60-64,IE,Ireland,2023,283167
T,Y60-64,IT,Italy,2014,3631039
T,Y60-64,IT,Italy,2015,3630255
T,Y60-64,IT,Italy,2016,3646240
T,Y60-64,IT,Italy,2017,3704800
T,Y60-64,IT,Italy,2018,3777823
T,Y60-64,IT,Italy,2019,3819054
T,Y60-64,IT,Italy,2020,3893350
T,Y60-64,IT,Italy,2021,3946096
T,Y60-64,IT,Italy,2022,4053284
T,Y60-64,IT,Italy,2023,4162290
T,Y60-64,LT,Lithuania,2014,171214
T,Y60-64,LT,Lithuania,2015,169921
T,Y60-64,LT,Lithuania,2016,171356
T,Y60-64,LT,Lithuania,2017,173191
T,Y60-64,LT,Lithuania,2018,178377
T,Y60-64,LT,Lithuania,2019,188045
T,Y60-64,LT,Lithuania,2020,196708
T,Y60-64,LT,Lithuania,2021,203985
T,Y60-64,LT,Lithuania,2022,218063
T,Y60-64,LT,Lithuania,2023,222237
T,Y60-64,LU,Luxembourg,2014,27906
T,Y60-64,LU,Luxembourg,2015,28921
T,Y60-64,LU,Luxembourg,2016,29802
T,Y60-64,LU,Luxembourg,2017,31413
T,Y60-64,LU,Luxembourg,2018,32330
T,Y60-64,LU,Luxembourg,2019,33431
T,Y60-64,LU,Luxembourg,2020,34475
T,Y60-64,LU,Luxembourg,2021,35511
T,Y60-64,LU,Luxembourg,2022,36775
T,Y60-64,LU,Luxembourg,2023,38154
T,Y60-64,LV,Latvia,2014,122049
T,Y60-64,LV,Latvia,2015,121141
T,Y60-64,LV,Latvia,2016,122485
T,Y60-64,LV,Latvia,2017,123413
T,Y60-64,LV,Latvia,2018,125897
T,Y60-64,LV,Latvia,2019,129739
T,Y60-64,LV,Latvia,2020,131847
T,Y60-64,LV,Latvia,2021,133522
T,Y60-64,LV,Latvia,2022,134850
T,Y60-64,LV,Latvia,2023,135569
T,Y60-64,MT,Malta,2014,29107
T,Y60-64,MT,Malta,2015,28912
T,Y60-64,MT,Malta,2016,28825
T,Y60-64,MT,Malta,2017,29430
T,Y60-64,MT,Malta,2018,30033
T,Y60-64,MT,Malta,2019,30655
T,Y60-64,MT,Malta,2020,31108
T,Y60-64,MT,Malta,2021,31360
T,Y60-64,MT,Malta,2022,31175
T,Y60-64,MT,Malta,2023,31150
T,Y60-64,NL,Netherlands,2014,1044204
T,Y60-64,NL,Netherlands,2015,1046184
T,Y60-64,NL,Netherlands,2016,1053752
T,Y60-64,NL,Netherlands,2017,1068342
T,Y60-64,NL,Netherlands,2018,1079738
T,Y60-64,NL,Netherlands,2019,1096839
T,Y60-64,NL,Netherlands,2020,1117798
T,Y60-64,NL,Netherlands,2021,1137661
T,Y60-64,NL,Netherlands,2022,1158497
T,Y60-64,NL,Netherlands,2023,1181421
T,Y60-64,PL,Poland,2014,2607714
T,Y60-64,PL,Poland,2015,2659433
T,Y60-64,PL,Poland,2016,2709884
T,Y60-64,PL,Poland,2017,2733162
T,Y60-64,PL,Poland,2018,2752175
T,Y60-64,PL,Poland,2019,2752895
T,Y60-64,PL,Poland,2020,2731788
T,Y60-64,PL,Poland,2021,2653686
T,Y60-64,PL,Poland,2022,2552243
T,Y60-64,PL,Poland,2023,2404218
T,Y60-64,PT,Portugal,2014,643872
T,Y60-64,PT,Portugal,2015,646895
T,Y60-64,PT,Portugal,2016,651855
T,Y60-64,PT,Portugal,2017,653393
T,Y60-64,PT,Portugal,2018,659099
T,Y60-64,PT,Portugal,2019,668754
T,Y60-64,PT,Portugal,2020,676762
T,Y60-64,PT,Portugal,2021,686431
T,Y60-64,PT,Portugal,2022,710618
T,Y60-64,PT,Portugal,2023,725825
T,Y60-64,RO,Romania,2014,1330196
T,Y60-64,RO,Romania,2015,1325427
T,Y60-64,RO,Romania,2016,1344927
T,Y60-64,RO,Romania,2017,1356310
T,Y60-64,RO,Romania,2018,1349989
T,Y60-64,RO,Romania,2019,1340298
T,Y60-64,RO,Romania,2020,1297311
T,Y60-64,RO,Romania,2021,1228138
T,Y60-64,RO,Romania,2022,1217353
T,Y60-64,RO,Romania,2023,1145918
T,Y60-64,SE,Sweden,2014,571895
T,Y60-64,SE,Sweden,2015,561962
T,Y60-64,SE,Sweden,2016,558647
T,Y60-64,SE,Sweden,2017,562422
T,Y60-64,SE,Sweden,2018,564707
T,Y60-64,SE,Sweden,2019,565066
T,Y60-64,SE,Sweden,2020,568390
T,Y60-64,SE,Sweden,2021,569226
T,Y60-64,SE,Sweden,2022,569809
T,Y60-64,SE,Sweden,2023,575092
T,Y60-64,SI,Slovenia,2014,139249
T,Y60-64,SI,Slovenia,2015,142544
T,Y60-64,SI,Slovenia,2016,144098
T,Y60-64,SI,Slovenia,2017,146515
T,Y60-64,SI,Slovenia,2018,146465
T,Y60-64,SI,Slovenia,2019,145441
T,Y60-64,SI,Slovenia,2020,144747
T,Y60-64,SI,Slovenia,2021,144472
T,Y60-64,SI,Slovenia,2022,143571
T,Y60-64,SI,Slovenia,2023,143812
T,Y60-64,SK,Slovakia,2014,347116
T,Y60-64,SK,Slovakia,2015,357257
T,Y60-64,SK,Slovakia,2016,363292
T,Y60-64,SK,Slovakia,2017,366568
T,Y60-64,SK,Slovakia,2018,366955
T,Y60-64,SK,Slovakia,2019,365386
T,Y60-64,SK,Slovakia,2020,359913
T,Y60-64,SK,Slovakia,2021,353682
T,Y60-64,SK,Slovakia,2022,348115
T,Y60-64,SK,Slovakia,2023,341097
T,Y65-69,AT,Austria,2014,420420
T,Y65-69,AT,Austria,2015,424860
T,Y65-69,AT,Austria,2016,446948
T,Y65-69,AT,Austria,2017,452914
T,Y65-69,AT,Austria,2018,448191
T,Y65-69,AT,Austria,2019,446045
T,Y65-69,AT,Austria,2020,450381
T,Y65-69,AT,Austria,2021,460658
T,Y65-69,AT,Austria,2022,479796
T,Y65-69,AT,Austria,2023,499991
T,Y65-69,BE,Belgium,2014,578204
T,Y65-69,BE,Belgium,2015,594460
T,Y65-69,BE,Belgium,2016,611320
T,Y65-69,BE,Belgium,2017,609072
T,Y65-69,BE,Belgium,2018,612577
T,Y65-69,BE,Belgium,2019,615632
T,Y65-69,BE,Belgium,2020,623529
T,Y65-69,BE,Belgium,2021,632807
T,Y65-69,BE,Belgium,2022,645152
T,Y65-69,BE,Belgium,2023,656784
T,Y65-69,BG,Bulgaria,2014,460811
T,Y65-69,BG,Bulgaria,2015,479107
T,Y65-69,BG,Bulgaria,2016,492620
T,Y65-69,BG,Bulgaria,2017,483221
T,Y65-69,BG,Bulgaria,2018,479638
T,Y65-69,BG,Bulgaria,2019,473587
T,Y65-69,BG,Bulgaria,2020,463819
T,Y65-69,BG,Bulgaria,2021,451579
T,Y65-69,BG,Bulgaria,2022,448244
T,Y65-69,BG,Bulgaria,2023,454324
T,Y65-69,CY,Cyprus,2014,39244
T,Y65-69,CY,Cyprus,2015,41407
T,Y65-69,CY,Cyprus,2016,43395
T,Y65-69,CY,Cyprus,2017,44737
T,Y65-69,CY,Cyprus,2018,45330
T,Y65-69,CY,Cyprus,2019,45193
T,Y65-69,CY,Cyprus,2020,44929
T,Y65-69,CY,Cyprus,2021,44827
T,Y65-69,CY,Cyprus,2022,44897
T,Y65-69,CY,Cyprus,2023,45279
T,Y65-69,CZ,Czechia,2014,657256
T,Y65-69,CZ,Czechia,2015,671051
T,Y65-69,CZ,Czechia,2016,692992
T,Y65-69,CZ,Czechia,2017,691356
T,Y65-69,CZ,Czechia,2018,684548
T,Y65-69,CZ,Czechia,2019,679942
T,Y65-69,CZ,Czechia,2020,678927
T,Y65-69,CZ,Czechia,2021,671118
T,Y65-69,CZ,Czechia,2022,659696
T,Y65-69,CZ,Czechia,2023,653033
T,Y65-69,DE,Germany,2014,3924395
T,Y65-69,DE,Germany,2015,4008894
T,Y65-69,DE,Germany,2016,4331884
T,Y65-69,DE,Germany,2017,4563301
T,Y65-69,DE,Germany,2018,4711694
T,Y65-69,DE,Germany,2019,4808497
T,Y65-69,DE,Germany,2020,4859032
T,Y65-69,DE,Germany,2021,4899104
T,Y65-69,DE,Germany,2022,4967930
T,Y65-69,DE,Germany,2023,5079606
T,Y65-69,DK,Denmark,2014,356312
T,Y65-69,DK,Denmark,2015,351880
T,Y65-69,DK,Denmark,2016,344348
T,Y65-69,DK,Denmark,2017,332296
T,Y65-69,DK,Denmark,2018,323628
T,Y65-69,DK,Denmark,2019,320259
T,Y65-69,DK,Denmark,2020,319275
T,Y65-69,DK,Denmark,2021,319469
T,Y65-69,DK,Denmark,2022,322692
T,Y65-69,DK,Denmark,2023,325352
T,Y65-69,EE,Estonia,2014,64621
T,Y65-69,EE,Estonia,2015,69808
T,Y65-69,EE,Estonia,2016,73809
T,Y65-69,EE,Estonia,2017,75851
T,Y65-69,EE,Estonia,2018,76931
T,Y65-69,EE,Estonia,2019,77344
T,Y65-69,EE,Estonia,2020,77501
T,Y65-69,EE,Estonia,2021,78931
T,Y65-69,EE,Estonia,2022,79065
T,Y65-69,EE,Estonia,2023,80426
T,Y65-69,EL,Greece,2014,597042
T,Y65-69,EL,Greece,2015,608308
T,Y65-69,EL,Greece,2016,610656
T,Y65-69,EL,Greece,2017,610017
T,Y65-69,EL,Greece,2018,608739
T,Y65-69,EL,Greece,2019,606852
T,Y65-69,EL,Greece,2020,609002
T,Y65-69,EL,Greece,2021,615308
T,Y65-69,EL,Greece,2022,625187
T,Y65-69,EL,Greece,2023,634260
T,Y65-69,ES,Spain,2014,2327434
T,Y65-69,ES,Spain,2015,2357514
T,Y65-69,ES,Spain,2016,2348134
T,Y65-69,ES,Spain,2017,2370618
T,Y65-69,ES,Spain,2018,2406131
T,Y65-69,ES,Spain,2019,2406253
T,Y65-69,ES,Spain,2020,2431759
T,Y65-69,ES,Spain,2021,2490656
T,Y65-69,ES,Spain,2022,2555130
T,Y65-69,ES,Spain,2023,2631651
T,Y65-69,FI,Finland,2014,356236
T,Y65-69,FI,Finland,2015,376614
T,Y65-69,FI,Finland,2016,381263
T,Y65-69,FI,Finland,2017,375219
T,Y65-69,FI,Finland,2018,370001
T,Y65-69,FI,Finland,2019,362208
T,Y65-69,FI,Finland,2020,356960
T,Y65-69,FI,Finland,2021,353975
T,Y65-69,FI,Finland,2022,354164
T,Y65-69,FI,Finland,2023,349928
T,Y65-69,FR,France,2014,3483363
T,Y65-69,FR,France,2015,3711371
T,Y65-69,FR,France,2016,3939429
T,Y65-69,FR,France,2017,3953437
T,Y65-69,FR,France,2018,3948211
T,Y65-69,FR,France,2019,3917838
T,Y65-69,FR,France,2020,3902936
T,Y65-69,FR,France,2021,3885438
T,Y65-69,FR,France,2022,3906285
T,Y65-69,FR,France,2023,3909382
T,Y65-69,HR,Croatia,2014,213740
T,Y65-69,HR,Croatia,2015,228050
T,Y65-69,HR,Croatia,2016,245762
T,Y65-69,HR,Croatia,2017,251335
T,Y65-69,HR,Croatia,2018,256892
T,Y65-69,HR,Croatia,2019,262779
T,Y65-69,HR,Croatia,2020,267320
T,Y65-69,HR,Croatia,2021,271071
T,Y65-69,HR,Croatia,2022,280555
T,Y65-69,HR,Croatia,2023,279112
T,Y65-69,HU,Hungary,2014,543890
T,Y65-69,HU,Hungary,2015,551918
T,Y65-69,HU,Hungary,2016,577644
T,Y65-69,HU,Hungary,2017,597868
T,Y65-69,HU,Hungary,2018,602578
T,Y65-69,HU,Hungary,2019,617337
T,Y65-69,HU,Hungary,2020,643679
T,Y65-69,HU,Hungary,2021,657384
T,Y65-69,HU,Hungary,2022,659639
T,Y65-69,HU,Hungary,2023,651120
T,Y65-69,IE,Ireland,2014,195535
T,Y65-69,IE,Ireland,2015,201997
T,Y65-69,IE,Ireland,2016,206603
T,Y65-69,IE,Ireland,2017,210434
T,Y65-69,IE,Ireland,2018,214718
T,Y65-69,IE,Ireland,2019,218380
T,Y65-69,IE,Ireland,2020,223341
T,Y65-69,IE,Ireland,2021,228372
T,Y65-69,IE,Ireland,2022,233347
T,Y65-69,IE,Ireland,2023,244141
T,Y65-69,IT,Italy,2014,3447791
T,Y65-69,IT,Italy,2015,3561371
T,Y65-69,IT,Italy,2016,3684918
T,Y65-69,IT,Italy,2017,3618837
T,Y65-69,IT,Italy,2018,3557141
T,Y65-69,IT,Italy,2019,3468709
T,Y65-69,IT,Italy,2020,3471014
T,Y65-69,IT,Italy,2021,3474333
T,Y65-69,IT,Italy,2022,3527442
T,Y65-69,IT,Italy,2023,3601512
T,Y65-69,LT,Lithuania,2014,136848
T,Y65-69,LT,Lithuania,2015,144036
T,Y65-69,LT,Lithuania,2016,146482
T,Y65-69,LT,Lithuania,2017,151223
T,Y65-69,LT,Lithuania,2018,155137
T,Y65-69,LT,Lithuania,2019,155351
T,Y65-69,LT,Lithuania,2020,154540
T,Y65-69,LT,Lithuania,2021,156068
T,Y65-69,LT,Lithuania,2022,161725
T,Y65-69,LT,Lithuania,2023,169211
T,Y65-69,LU,Luxembourg,2014,22449
T,Y65-69,LU,Luxembourg,2015,23612
T,Y65-69,LU,Luxembourg,2016,24760
T,Y65-69,LU,Luxembourg,2017,25572
T,Y65-69,LU,Luxembourg,2018,26147
T,Y65-69,LU,Luxembourg,2019,26712
T,Y65-69,LU,Luxembourg,2020,27510
T,Y65-69,LU,Luxembourg,2021,28170
T,Y65-69,LU,Luxembourg,2022,29282
T,Y65-69,LU,Luxembourg,2023,30295
T,Y65-69,LV,Latvia,2014,99251
T,Y65-69,LV,Latvia,2015,103499
T,Y65-69,LV,Latvia,2016,107417
T,Y65-69,LV,Latvia,2017,110632
T,Y65-69,LV,Latvia,2018,111555
T,Y65-69,LV,Latvia,2019,110469
T,Y65-69,LV,Latvia,2020,109804
T,Y65-69,LV,Latvia,2021,111464
T,Y65-69,LV,Latvia,2022,112253
T,Y65-69,LV,Latvia,2023,115284
T,Y65-69,MT,Malta,2014,29550
T,Y65-69,MT,Malta,2015,29812
T,Y65-69,MT,Malta,2016,30170
T,Y65-69,MT,Malta,2017,29921
T,Y65-69,MT,Malta,2018,29302
T,Y65-69,MT,Malta,2019,28649
T,Y65-69,MT,Malta,2020,28443
T,Y65-69,MT,Malta,2021,28200
T,Y65-69,MT,Malta,2022,28628
T,Y65-69,MT,Malta,2023,29115
T,Y65-69,NL,Netherlands,2014,985760
T,Y65-69,NL,Netherlands,2015,1014432
T,Y65-69,NL,Netherlands,2016,1046703
T,Y65-69,NL,Netherlands,2017,1015641
T,Y65-69,NL,Netherlands,2018,999537
T,Y65-69,NL,Netherlands,2019,993074
T,Y65-69,NL,Netherlands,2020,996048
T,Y65-69,NL,Netherlands,2021,1003778
T,Y65-69,NL,Netherlands,2022,1017316
T,Y65-69,NL,Netherlands,2023,1030621
T,Y65-69,PL,Poland,2014,1784722
T,Y65-69,PL,Poland,2015,1963067
T,Y65-69,PL,Poland,2016,2154130
T,Y65-69,PL,Poland,2017,2263567
T,Y65-69,PL,Poland,2018,2343022
T,Y65-69,PL,Poland,2019,2400297
T,Y65-69,PL,Poland,2020,2447824
T,Y65-69,PL,Poland,2021,2488788
T,Y65-69,PL,Poland,2022,2498652
T,Y65-69,PL,Poland,2023,2490145
T,Y65-69,PT,Portugal,2014,575925
T,Y65-69,PT,Portugal,2015,586336
T,Y65-69,PT,Portugal,2016,593746
T,Y65-69,PT,Portugal,2017,606795
T,Y65-69,PT,Portugal,2018,619886
T,Y65-69,PT,Portugal,2019,618173
T,Y65-69,PT,Portugal,2020,622912
T,Y65-69,PT,Portugal,2021,627841
T,Y65-69,PT,Portugal,2022,654642
T,Y65-69,PT,Portugal,2023,668438
T,Y65-69,RO,Romania,2014,951131
T,Y65-69,RO,Romania,2015,1021358
T,Y65-69,RO,Romania,2016,1103820
T,Y65-69,RO,Romania,2017,1143332
T,Y65-69,RO,Romania,2018,1187321
T,Y65-69,RO,Romania,2019,1206962
T,Y65-69,RO,Romania,2020,1201894
T,Y65-69,RO,Romania,2021,1213410
T,Y65-69,RO,Romania,2022,1260409
T,Y65-69,RO,Romania,2023,1262752
T,Y65-69,SE,Sweden,2014,603356
T,Y65-69,SE,Sweden,2015,599138
T,Y65-69,SE,Sweden,2016,588931
T,Y65-69,SE,Sweden,2017,573266
T,Y65-69,SE,Sweden,2018,560392
T,Y65-69,SE,Sweden,2019,549311
T,Y65-69,SE,Sweden,2020,540048
T,Y65-69,SE,Sweden,2021,536734
T,Y65-69,SE,Sweden,2022,540220
T,Y65-69,SE,Sweden,2023,542740
T,Y65-69,SI,Slovenia,2014,98733
T,Y65-69,SI,Slovenia,2015,104637
T,Y65-69,SI,Slovenia,2016,115919
T,Y65-69,SI,Slovenia,2017,121360
T,Y65-69,SI,Slovenia,2018,126209
T,Y65-69,SI,Slovenia,2019,131040
T,Y65-69,SI,Slovenia,2020,134197
T,Y65-69,SI,Slovenia,2021,136527
T,Y65-69,SI,Slovenia,2022,138335
T,Y65-69,SI,Slovenia,2023,138520
T,Y65-69,SK,Slovakia,2014,247763
T,Y65-69,SK,Slovakia,2015,259958
T,Y65-69,SK,Slovakia,2016,278833
T,Y65-69,SK,Slovakia,2017,297613
T,Y65-69,SK,Slovakia,2018,310141
T,Y65-69,SK,Slovakia,2019,319800
T,Y65-69,SK,Slovakia,2020,329405
T,Y65-69,SK,Slovakia,2021,334976
T,Y65-69,SK,Slovakia,2022,338413
T,Y65-69,SK,Slovakia,2023,339126
T,Y70-74,AT,Austria,2014,443425
T,Y70-74,AT,Austria,2015,426876
T,Y70-74,AT,Austria,2016,388551
T,Y70-74,AT,Austria,2017,370922
T,Y70-74,AT,Austria,2018,380051
T,Y70-74,AT,Austria,2019,387425
T,Y70-74,AT,Austria,2020,391654
T,Y70-74,AT,Austria,2021,411513
T,Y70-74,AT,Austria,2022,416222
T,Y70-74,AT,Austria,2023,413700
T,Y70-74,BE,Belgium,2014,422207
T,Y70-74,BE,Belgium,2015,427869
T,Y70-74,BE,Belgium,2016,440336
T,Y70-74,BE,Belgium,2017,478946
T,Y70-74,BE,Belgium,2018,509719
T,Y70-74,BE,Belgium,2019,531538
T,Y70-74,BE,Belgium,2020,547046
T,Y70-74,BE,Belgium,2021,561511
T,Y70-74,BE,Belgium,2022,559271
T,Y70-74,BE,Belgium,2023,563450
T,Y70-74,BG,Bulgaria,2014,346837
T,Y70-74,BG,Bulgaria,2015,352291
T,Y70-74,BG,Bulgaria,2016,359892
T,Y70-74,BG,Bulgaria,2017,377433
T,Y70-74,BG,Bulgaria,2018,388263
T,Y70-74,BG,Bulgaria,2019,401524
T,Y70-74,BG,Bulgaria,2020,418088
T,Y70-74,BG,Bulgaria,2021,428163
T,Y70-74,BG,Bulgaria,2022,413411
T,Y70-74,BG,Bulgaria,2023,423021
T,Y70-74,CY,Cyprus,2014,30320
T,Y70-74,CY,Cyprus,2015,30938
T,Y70-74,CY,Cyprus,2016,31636
T,Y70-74,CY,Cyprus,2017,32757
T,Y70-74,CY,Cyprus,2018,34465
T,Y70-74,CY,Cyprus,2019,36574
T,Y70-74,CY,Cyprus,2020,38762
T,Y70-74,CY,Cyprus,2021,39918
T,Y70-74,CY,Cyprus,2022,40636
T,Y70-74,CY,Cyprus,2023,41580
T,Y70-74,CZ,Czechia,2014,452772
T,Y70-74,CZ,Czechia,2015,482043
T,Y70-74,CZ,Czechia,2016,495189
T,Y70-74,CZ,Czechia,2017,532653
T,Y70-74,CZ,Czechia,2018,569661
T,Y70-74,CZ,Czechia,2019,589873
T,Y70-74,CZ,Czechia,2020,602974
T,Y70-74,CZ,Czechia,2021,619783
T,Y70-74,CZ,Czechia,2022,615177
T,Y70-74,CZ,Czechia,2023,612885
T,Y70-74,DE,Germany,2014,4664320
T,Y70-74,DE,Germany,2015,4426214
T,Y70-74,DE,Germany,2016,3969193
T,Y70-74,DE,Germany,2017,3654937
T,Y70-74,DE,Germany,2018,3611909
T,Y70-74,DE,Germany,2019,3596545
T,Y70-74,DE,Germany,2020,3674095
T,Y70-74,DE,Germany,2021,3968070
T,Y70-74,DE,Germany,2022,4173292
T,Y70-74,DE,Germany,2023,4321028
T,Y70-74,DK,Denmark,2014,255367
T,Y70-74,DK,Denmark,2015,273446
T,Y70-74,DK,Denmark,2016,292443
T,Y70-74,DK,Denmark,2017,312288
T,Y70-74,DK,Denmark,2018,324093
T,Y70-74,DK,Denmark,2019,328265
T,Y70-74,DK,Denmark,2020,324554
T,Y70-74,DK,Denmark,2021,317771
T,Y70-74,DK,Denmark,2022,306526
T,Y70-74,DK,Denmark,2023,298794
T,Y70-74,EE,Estonia,2014,60720
T,Y70-74,EE,Estonia,2015,57114
T,Y70-74,EE,Estonia,2016,54248
T,Y70-74,EE,Estonia,2017,52762
T,Y70-74,EE,Estonia,2018,54277
T,Y70-74,EE,Estonia,2019,58104
T,Y70-74,EE,Estonia,2020,62709
T,Y70-74,EE,Estonia,2021,66419
T,Y70-74,EE,Estonia,2022,68117
T,Y70-74,EE,Estonia,2023,69472
T,Y70-74,EL,Greece,2014,491849
T,Y70-74,EL,Greece,2015,486907
T,Y70-74,EL,Greece,2016,497146
T,Y70-74,EL,Greece,2017,517499
T,Y70-74,EL,Greece,2018,539234
T,Y70-74,EL,Greece,2019,557393
T,Y70-74,EL,Greece,2020,568279
T,Y70-74,EL,Greece,2021,570239
T,Y70-74,EL,Greece,2022,551383
T,Y70-74,EL,Greece,2023,547164
T,Y70-74,ES,Spain,2014,1809959
T,Y70-74,ES,Spain,2015,1949029
T,Y70-74,ES,Spain,2016,1975726
T,Y70-74,ES,Spain,2017,2055842
T,Y70-74,ES,Spain,2018,2126644
T,Y70-74,ES,Spain,2019,2187986
T,Y70-74,ES,Spain,2020,2224324
T,Y70-74,ES,Spain,2021,2215235
T,Y70-74,ES,Spain,2022,2236191
T,Y70-74,ES,Spain,2023,2271259
T,Y70-74,FI,Finland,2014,235915
T,Y70-74,FI,Finland,2015,238873
T,Y70-74,FI,Finland,2016,261165
T,Y70-74,FI,Finland,2017,274915
T,Y70-74,FI,Finland,2018,307517
T,Y70-74,FI,Finland,2019,330660
T,Y70-74,FI,Finland,2020,349731
T,Y70-74,FI,Finland,2021,354128
T,Y70-74,FI,Finland,2022,348817
T,Y70-74,FI,Finland,2023,343733
T,Y70-74,FR,France,2014,2404680
T,Y70-74,FR,France,2015,2447800
T,Y70-74,FR,France,2016,2521430
T,Y70-74,FR,France,2017,2785807
T,Y70-74,FR,France,2018,3037754
T,Y70-74,FR,France,2019,3265198
T,Y70-74,FR,France,2020,3476419
T,Y70-74,FR,France,2021,3692301
T,Y70-74,FR,France,2022,3709009
T,Y70-74,FR,France,2023,3712931
T,Y70-74,HR,Croatia,2014,201716
T,Y70-74,HR,Croatia,2015,192999
T,Y70-74,HR,Croatia,2016,181057
T,Y70-74,HR,Croatia,2017,181592
T,Y70-74,HR,Croatia,2018,183678
T,Y70-74,HR,Croatia,2019,190347
T,Y70-74,HR,Croatia,2020,203186
T,Y70-74,HR,Croatia,2021,218929
T,Y70-74,HR,Croatia,2022,227474
T,Y70-74,HR,Croatia,2023,233017
T,Y70-74,HU,Hungary,2014,446177
T,Y70-74,HU,Hungary,2015,461150
T,Y70-74,HU,Hungary,2016,457200
T,Y70-74,HU,Hungary,2017,457173
T,Y70-74,HU,Hungary,2018,463073
T,Y70-74,HU,Hungary,2019,475183
T,Y70-74,HU,Hungary,2020,482487
T,Y70-74,HU,Hungary,2021,502910
T,Y70-74,HU,Hungary,2022,516467
T,Y70-74,HU,Hungary,2023,516114
T,Y70-74,IE,Ireland,2014,142932
T,Y70-74,IE,Ireland,2015,149225
T,Y70-74,IE,Ireland,2016,157500
T,Y70-74,IE,Ireland,2017,167212
T,Y70-74,IE,Ireland,2018,175461
T,Y70-74,IE,Ireland,2019,183170
T,Y70-74,IE,Ireland,2020,189444
T,Y70-74,IE,Ireland,2021,193544
T,Y70-74,IE,Ireland,2022,196728
T,Y70-74,IE,Ireland,2023,208673
T,Y70-74,IT,Italy,2014,3044129
T,Y70-74,IT,Italy,2015,2962274
T,Y70-74,IT,Italy,2016,2856226
T,Y70-74,IT,Italy,2017,2977579
T,Y70-74,IT,Italy,2018,3099710
T,Y70-74,IT,Italy,2019,3215420
T,Y70-74,IT,Italy,2020,3324360
T,Y70-74,IT,Italy,2021,3441171
T,Y70-74,IT,Italy,2022,3368919
T,Y70-74,IT,Italy,2023,3312180
T,Y70-74,LT,Lithuania,2014,139514
T,Y70-74,LT,Lithuania,2015,133056
T,Y70-74,LT,Lithuania,2016,130006
T,Y70-74,LT,Lithuania,2017,124160
T,Y70-74,LT,Lithuania,2018,119484
T,Y70-74,LT,Lithuania,2019,119763
T,Y70-74,LT,Lithuania,2020,126480
T,Y70-74,LT,Lithuania,2021,128606
T,Y70-74,LT,Lithuania,2022,135904
T,Y70-74,LT,Lithuania,2023,140091
T,Y70-74,LU,Luxembourg,2014,18303
T,Y70-74,LU,Luxembourg,2015,18421
T,Y70-74,LU,Luxembourg,2016,18604
T,Y70-74,LU,Luxembourg,2017,19527
T,Y70-74,LU,Luxembourg,2018,20228
T,Y70-74,LU,Luxembourg,2019,21074
T,Y70-74,LU,Luxembourg,2020,22060
T,Y70-74,LU,Luxembourg,2021,23004
T,Y70-74,LU,Luxembourg,2022,23376
T,Y70-74,LU,Luxembourg,2023,24075
T,Y70-74,LV,Latvia,2014,103689
T,Y70-74,LV,Latvia,2015,98023
T,Y70-74,LV,Latvia,2016,91871
T,Y70-74,LV,Latvia,2017,86241
T,Y70-74,LV,Latvia,2018,84730
T,Y70-74,LV,Latvia,2019,86232
T,Y70-74,LV,Latvia,2020,90370
T,Y70-74,LV,Latvia,2021,93795
T,Y70-74,LV,Latvia,2022,96013
T,Y70-74,LV,Latvia,2023,97231
T,Y70-74,MT,Malta,2014,15920
T,Y70-74,MT,Malta,2015,18093
T,Y70-74,MT,Malta,2016,20376
