sex,age,country_code,geo,year,population
F,TOTAL,AT,Austria,2014,4352447
F,TOTAL,AT,Austria,2015,4384529
F,TOTAL,AT,Austria,2016,4427918
F,TOTAL,AT,Austria,2017,4460424
F,TOTAL,AT,Austria,2018,4483749
F,TOTAL,AT,Austria,2019,4501742
F,TOTAL,AT,Austria,2020,4522292
F,TOTAL,AT,Austria,2021,4535712
F,TOTAL,AT,Austria,2022,4553444
F,TOTAL,AT,Austria,2023,4619957
F,TOTAL,BE,Belgium,2014,5687048
F,TOTAL,BE,Belgium,2015,5713206
F,TOTAL,BE,Belgium,2016,5741853
F,TOTAL,BE,Belgium,2017,5762455
F,TOTAL,BE,Belgium,2018,5784371
F,TOTAL,BE,Belgium,2019,5810693
F,TOTAL,BE,Belgium,2020,5841215
F,TOTAL,BE,Belgium,2021,5854293
F,TOTAL,BE,Belgium,2022,5883978
F,TOTAL,BE,Belgium,2023,5946649
F,TOTAL,BG,Bulgaria,2014,3720732
F,TOTAL,BG,Bulgaria,2015,3700183
F,TOTAL,BG,Bulgaria,2016,3676607
F,TOTAL,BG,Bulgaria,2017,3651881
F,TOTAL,BG,Bulgaria,2018,3627625
F,TOTAL,BG,Bulgaria,2019,3604338
F,TOTAL,BG,Bulgaria,2020,3581836
F,TOTAL,BG,Bulgaria,2021,3566833
F,TOTAL,BG,Bulgaria,2022,3527626
F,TOTAL,BG,Bulgaria,2023,3348207
F,TOTAL,CY,Cyprus,2014,440462
F,TOTAL,CY,Cyprus,2015,435183
F,TOTAL,CY,Cyprus,2016,435627
F,TOTAL,CY,Cyprus,2017,438139
F,TOTAL,CY,Cyprus,2018,442728
F,TOTAL,CY,Cyprus,2019,448068
F,TOTAL,CY,Cyprus,2020,453534
F,TOTAL,CY,Cyprus,2021,458357
F,TOTAL,CY,Cyprus,2022,463622
F,TOTAL,CY,Cyprus,2023,471475
F,TOTAL,CZ,Czechia,2014,5350039
F,TOTAL,CZ,Czechia,2015,5361348
F,TOTAL,CZ,Czechia,2016,5367513
F,TOTAL,CZ,Czechia,2017,5378133
F,TOTAL,CZ,Czechia,2018,5390264
F,TOTAL,CZ,Czechia,2019,5405606
F,TOTAL,CZ,Czechia,2020,5421943
F,TOTAL,CZ,Czechia,2021,5323934
F,TOTAL,CZ,Czechia,2022,5332932
F,TOTAL,CZ,Czechia,2023,5519006
F,TOTAL,DE,Germany,2014,41210540
F,TOTAL,DE,Germany,2015,41362080
F,TOTAL,DE,Germany,2016,41661561
F,TOTAL,DE,Germany,2017,41824535
F,TOTAL,DE,Germany,2018,41948786
F,TOTAL,DE,Germany,2019,42052522
F,TOTAL,DE,Germany,2020,42129098
F,TOTAL,DE,Germany,2021,42128512
F,TOTAL,DE,Germany,2022,42170339
F,TOTAL,DE,Germany,2023,42799793
F,TOTAL,DK,Denmark,2014,2834956
F,TOTAL,DK,Denmark,2015,2848701
F,TOTAL,DK,Denmark,2016,2869364
F,TOTAL,DK,Denmark,2017,2888591
F,TOTAL,DK,Denmark,2018,2904717
F,TOTAL,DK,Denmark,2019,2917008
F,TOTAL,DK,Denmark,2020,2925845
F,TOTAL,DK,Denmark,2021,2935188
F,TOTAL,DK,Denmark,2022,2950505
F,TOTAL,DK,Denmark,2023,2983655
F,TOTAL,EE,Estonia,2014,700900
F,TOTAL,EE,Estonia,2015,700166
F,TOTAL,EE,Estonia,2016,699236
F,TOTAL,EE,Estonia,2017,698097
F,TOTAL,EE,Estonia,2018,698049
F,TOTAL,EE,Estonia,2019,699185
F,TOTAL,EE,Estonia,2020,699699
F,TOTAL,EE,Estonia,2021,699153
F,TOTAL,EE,Estonia,2022,698381
F,TOTAL,EE,Estonia,2023,718518
F,TOTAL,EL,Greece,2014,5613568
F,TOTAL,EL,Greece,2015,5589628
F,TOTAL,EL,Greece,2016,5559538
F,TOTAL,EL,Greece,2017,5546916
F,TOTAL,EL,Greece,2018,5531125
F,TOTAL,EL,Greece,2019,5516306
F,TOTAL,EL,Greece,2020,5503077
F,TOTAL,EL,Greece,2021,5482584
F,TOTAL,EL,Greece,2022,5345035
F,TOTAL,EL,Greece,2023,5323391
F,TOTAL,ES,Spain,2014,23634738
F,TOTAL,ES,Spain,2015,23623019
F,TOTAL,ES,Spain,2016,23632635
F,TOTAL,ES,Spain,2017,23693426
F,TOTAL,ES,Spain,2018,23776565
F,TOTAL,ES,Spain,2019,23927801
F,TOTAL,ES,Spain,2020,24133301
F,TOTAL,ES,Spain,2021,24171413
F,TOTAL,ES,Spain,2022,24195741
F,TOTAL,ES,Spain,2023,24519768
F,TOTAL,FI,Finland,2014,2770906
F,TOTAL,FI,Finland,2015,2779890
F,TOTAL,FI,Finland,2016,2785818
F,TOTAL,FI,Finland,2017,2790970
F,TOTAL,FI,Finland,2018,2793999
F,TOTAL,FI,Finland,2019,2794629
F,TOTAL,FI,Finland,2020,2797030
F,TOTAL,FI,Finland,2021,2799985
F,TOTAL,FI,Finland,2022,2805140
F,TOTAL,FI,Finland,2023,2810493
F,TOTAL,FR,France,2014,34120851
F,TOTAL,FR,France,2015,34283895
F,TOTAL,FR,France,2016,34391005
F,TOTAL,FR,France,2017,34495464
F,TOTAL,FR,France,2018,34611994
F,TOTAL,FR,France,2019,34701745
F,TOTAL,FR,France,2020,34787547
F,TOTAL,FR,France,2021,34939338
F,TOTAL,FR,France,2022,35035940
F,TOTAL,FR,France,2023,35161186
F,TOTAL,HR,Croatia,2014,2197061
F,TOTAL,HR,Croatia,2015,2186089
F,TOTAL,HR,Croatia,2016,2167872
F,TOTAL,HR,Croatia,2017,2149003
F,TOTAL,HR,Croatia,2018,2123694
F,TOTAL,HR,Croatia,2019,2103674
F,TOTAL,HR,Croatia,2020,2086515
F,TOTAL,HR,Croatia,2021,2071425
F,TOTAL,HR,Croatia,2022,2000012
F,TOTAL,HR,Croatia,2023,1989028
F,TOTAL,HU,Hungary,2014,5173974
F,TOTAL,HU,Hungary,2015,5159792
F,TOTAL,HU,Hungary,2016,5141966
F,TOTAL,HU,Hungary,2017,5122270
F,TOTAL,HU,Hungary,2018,5106769
F,TOTAL,HU,Hungary,2019,5096935
F,TOTAL,HU,Hungary,2020,5088736
F,TOTAL,HU,Hungary,2021,5066978
F,TOTAL,HU,Hungary,2022,5044135
F,TOTAL,HU,Hungary,2023,4974484
F,TOTAL,IE,Ireland,2014,2342002
F,TOTAL,IE,Ireland,2015,2364285
F,TOTAL,IE,Ireland,2016,2387145
F,TOTAL,IE,Ireland,2017,2416465
F,TOTAL,IE,Ireland,2018,2438169
F,TOTAL,IE,Ireland,2019,2475359
F,TOTAL,IE,Ireland,2020,2506783
F,TOTAL,IE,Ireland,2021,2528521
F,TOTAL,IE,Ireland,2022,2556297
F,TOTAL,IE,Ireland,2023,2666848
F,TOTAL,IT,Italy,2014,31298104
F,TOTAL,IT,Italy,2015,31294022
F,TOTAL,IT,Italy,2016,31209230
F,TOTAL,IT,Italy,2017,31143704
F,TOTAL,IT,Italy,2018,31056366
F,TOTAL,IT,Italy,2019,30685478
F,TOTAL,IT,Italy,2020,30591392
F,TOTAL,IT,Italy,2021,30369987
F,TOTAL,IT,Italy,2022,30211177
F,TOTAL,IT,Italy,2023,30182369
F,TOTAL,LT,Lithuania,2014,1587477
F,TOTAL,LT,Lithuania,2015,1575005
F,TOTAL,LT,Lithuania,2016,1558951
F,TOTAL,LT,Lithuania,2017,1535718
F,TOTAL,LT,Lithuania,2018,1511608
F,TOTAL,LT,Lithuania,2019,1498593
F,TOTAL,LT,Lithuania,2020,1489736
F,TOTAL,LT,Lithuania,2021,1482082
F,TOTAL,LT,Lithuania,2022,1499399
F,TOTAL,LT,Lithuania,2023,1521463
F,TOTAL,LU,Luxembourg,2014,274563
F,TOTAL,LU,Luxembourg,2015,280986
F,TOTAL,LU,Luxembourg,2016,287056
F,TOTAL,LU,Luxembourg,2017,294026
F,TOTAL,LU,Luxembourg,2018,299425
F,TOTAL,LU,Luxembourg,2019,305174
F,TOTAL,LU,Luxembourg,2020,311144
F,TOTAL,LU,Luxembourg,2021,315274
F,TOTAL,LU,Luxembourg,2022,320333
F,TOTAL,LU,Luxembourg,2023,328365
F,TOTAL,LV,Latvia,2014,1084423
F,TOTAL,LV,Latvia,2015,1074889
F,TOTAL,LV,Latvia,2016,1064658
F,TOTAL,LV,Latvia,2017,1054433
F,TOTAL,LV,Latvia,2018,1044738
F,TOTAL,LV,Latvia,2019,1035059
F,TOTAL,LV,Latvia,2020,1026719
F,TOTAL,LV,Latvia,2021,1017998
F,TOTAL,LV,Latvia,2022,1006700
F,TOTAL,LV,Latvia,2023,1010687
F,TOTAL,MT,Malta,2014,214891
F,TOTAL,MT,Malta,2015,219203
F,TOTAL,MT,Malta,2016,224019
F,TOTAL,MT,Malta,2017,228634
F,TOTAL,MT,Malta,2018,235102
F,TOTAL,MT,Malta,2019,241723
F,TOTAL,MT,Malta,2020,248802
F,TOTAL,MT,Malta,2021,249161
F,TOTAL,MT,Malta,2022,250905
F,TOTAL,MT,Malta,2023,257230
F,TOTAL,NL,Netherlands,2014,8494904
F,TOTAL,NL,Netherlands,2015,8527868
F,TOTAL,NL,Netherlands,2016,8561985
F,TOTAL,NL,Netherlands,2017,8606405
F,TOTAL,NL,Netherlands,2018,8654043
F,TOTAL,NL,Netherlands,2019,8701077
F,TOTAL,NL,Netherlands,2020,8759554
F,TOTAL,NL,Netherlands,2021,8788879
F,TOTAL,NL,Netherlands,2022,8845204
F,TOTAL,NL,Netherlands,2023,8960982
F,TOTAL,PL,Poland,2014,19613892
F,TOTAL,PL,Poland,2015,19608451
F,TOTAL,PL,Poland,2016,19590169
F,TOTAL,PL,Poland,2017,19595127
F,TOTAL,PL,Poland,2018,19596388
F,TOTAL,PL,Poland,2019,19592436
F,TOTAL,PL,Poland,2020,19584757
F,TOTAL,PL,Poland,2021,19532513
F,TOTAL,PL,Poland,2022,19443954
F,TOTAL,PL,Poland,2023,18980357
F,TOTAL,PT,Portugal,2014,5469281
F,TOTAL,PT,Portugal,2015,5451156
F,TOTAL,PT,Portugal,2016,5439821
F,TOTAL,PT,Portugal,2017,5427117
F,TOTAL,PT,Portugal,2018,5423335
F,TOTAL,PT,Portugal,2019,5424251
F,TOTAL,PT,Portugal,2020,5435932
F,TOTAL,PT,Portugal,2021,5439503
F,TOTAL,PT,Portugal,2022,5428941
F,TOTAL,PT,Portugal,2023,5465555
F,TOTAL,RO,Romania,2014,10201259
F,TOTAL,RO,Romania,2015,10163573
F,TOTAL,RO,Romania,2016,10110852
F,TOTAL,RO,Romania,2017,10041869
F,TOTAL,RO,Romania,2018,9978614
F,TOTAL,RO,Romania,2019,9914008
F,TOTAL,RO,Romania,2020,9868177
F,TOTAL,RO,Romania,2021,9814072
F,TOTAL,RO,Romania,2022,9802644
F,TOTAL,RO,Romania,2023,9790587
F,TOTAL,SE,Sweden,2014,4830507
F,TOTAL,SE,Sweden,2015,4875115
F,TOTAL,SE,Sweden,2016,4920051
F,TOTAL,SE,Sweden,2017,4981806
F,TOTAL,SE,Sweden,2018,5037580
F,TOTAL,SE,Sweden,2019,5087747
F,TOTAL,SE,Sweden,2020,5131775
F,TOTAL,SE,Sweden,2021,5156448
F,TOTAL,SE,Sweden,2022,5191619
F,TOTAL,SE,Sweden,2023,5223232
F,TOTAL,SI,Slovenia,2014,1040211
F,TOTAL,SI,Slovenia,2015,1040645
F,TOTAL,SI,Slovenia,2016,1040855
F,TOTAL,SI,Slovenia,2017,1040770
F,TOTAL,SI,Slovenia,2018,1039839
F,TOTAL,SI,Slovenia,2019,1042252
F,TOTAL,SI,Slovenia,2020,1044795
F,TOTAL,SI,Slovenia,2021,1049039
F,TOTAL,SI,Slovenia,2022,1049485
F,TOTAL,SI,Slovenia,2023,1053701
F,TOTAL,SK,Slovakia,2014,2776889
F,TOTAL,SK,Slovakia,2015,2779021
F,TOTAL,SK,Slovakia,2016,2780170
F,TOTAL,SK,Slovakia,2017,2783659
F,TOTAL,SK,Slovakia,2018,2786606
F,TOTAL,SK,Slovakia,2019,2789344
F,TOTAL,SK,Slovakia,2020,2792523
F,TOTAL,SK,Slovakia,2021,2793295
F,TOTAL,SK,Slovakia,2022,2776809
F,TOTAL,SK,Slovakia,2023,2773698
F,Y10-14,AT,Austria,2014,202082
F,Y10-14,AT,Austria,2015,202605
F,Y10-14,AT,Austria,2016,203980
F,Y10-14,AT,Austria,2017,206226
F,Y10-14,AT,Austria,2018,205691
F,Y10-14,AT,Austria,2019,206133
F,Y10-14,AT,Austria,2020,205617
F,Y10-14,AT,Austria,2021,206227
F,Y10-14,AT,Austria,2022,206188
F,Y10-14,AT,Austria,2023,211341
F,Y10-14,BE,Belgium,2014,298985
F,Y10-14,BE,Belgium,2015,300627
F,Y10-14,BE,Belgium,2016,302928
F,Y10-14,BE,Belgium,2017,307475
F,Y10-14,BE,Belgium,2018,313549
F,Y10-14,BE,Belgium,2019,320521
F,Y10-14,BE,Belgium,2020,326237
F,Y10-14,BE,Belgium,2021,331586
F,Y10-14,BE,Belgium,2022,334022
F,Y10-14,BE,Belgium,2023,338646
F,Y10-14,BG,Bulgaria,2014,155003
F,Y10-14,BG,Bulgaria,2015,153910
F,Y10-14,BG,Bulgaria,2016,153526
F,Y10-14,BG,Bulgaria,2017,155793
F,Y10-14,BG,Bulgaria,2018,158776
F,Y10-14,BG,Bulgaria,2019,162313
F,Y10-14,BG,Bulgaria,2020,166367
F,Y10-14,BG,Bulgaria,2021,168867
F,Y10-14,BG,Bulgaria,2022,169945
F,Y10-14,BG,Bulgaria,2023,157040
F,Y10-14,CY,Cyprus,2014,21934
F,Y10-14,CY,Cyprus,2015,21890
F,Y10-14,CY,Cyprus,2016,21793
F,Y10-14,CY,Cyprus,2017,21629
F,Y10-14,CY,Cyprus,2018,21895
F,Y10-14,CY,Cyprus,2019,22270
F,Y10-14,CY,Cyprus,2020,22726
F,Y10-14,CY,Cyprus,2021,23093
F,Y10-14,CY,Cyprus,2022,23400
F,Y10-14,CY,Cyprus,2023,24259
F,Y10-14,CZ,Czechia,2014,223335
F,Y10-14,CZ,Czechia,2015,227575
F,Y10-14,CZ,Czechia,2016,234162
F,Y10-14,CZ,Czechia,2017,242584
F,Y10-14,CZ,Czechia,2018,255396
F,Y10-14,CZ,Czechia,2019,269794
F,Y10-14,CZ,Czechia,2020,282023
F,Y10-14,CZ,Czechia,2021,282014
F,Y10-14,CZ,Czechia,2022,284355
F,Y10-14,CZ,Czechia,2023,295336
F,Y10-14,DE,Germany,2014,1822223
F,Y10-14,DE,Germany,2015,1805090
F,Y10-14,DE,Germany,2016,1793698
F,Y10-14,DE,Germany,2017,1784673
F,Y10-14,DE,Germany,2018,1787506
F,Y10-14,DE,Germany,2019,1797750
F,Y10-14,DE,Germany,2020,1797762
F,Y10-14,DE,Germany,2021,1808984
F,Y10-14,DE,Germany,2022,1818303
F,Y10-14,DE,Germany,2023,1879697
F,Y10-14,DK,Denmark,2014,163114
F,Y10-14,DK,Denmark,2015,162822
F,Y10-14,DK,Denmark,2016,162606
F,Y10-14,DK,Denmark,2017,163401
F,Y10-14,DK,Denmark,2018,164520
F,Y10-14,DK,Denmark,2019,165351
F,Y10-14,DK,Denmark,2020,164885
F,Y10-14,DK,Denmark,2021,164628
F,Y10-14,DK,Denmark,2022,162125
F,Y10-14,DK,Denmark,2023,160579
F,Y10-14,EE,Estonia,2014,29823
F,Y10-14,EE,Estonia,2015,30595
F,Y10-14,EE,Estonia,2016,31310
F,Y10-14,EE,Estonia,2017,32410
F,Y10-14,EE,Estonia,2018,33691
F,Y10-14,EE,Estonia,2019,35154
F,Y10-14,EE,Estonia,2020,36283
F,Y10-14,EE,Estonia,2021,37342
F,Y10-14,EE,Estonia,2022,37520
F,Y10-14,EE,Estonia,2023,38847
F,Y10-14,EL,Greece,2014,260840
F,Y10-14,EL,Greece,2015,258709
F,Y10-14,EL,Greece,2016,257255
F,Y10-14,EL,Greece,2017,258946
F,Y10-14,EL,Greece,2018,259623
F,Y10-14,EL,Greece,2019,263429
F,Y10-14,EL,Greece,2020,268819
F,Y10-14,EL,Greece,2021,270919
F,Y10-14,EL,Greece,2022,261356
F,Y10-14,EL,Greece,2023,257850
F,Y10-14,ES,Spain,2014,1102219
F,Y10-14,ES,Spain,2015,1120525
F,Y10-14,ES,Spain,2016,1139832
F,Y10-14,ES,Spain,2017,1162537
F,Y10-14,ES,Spain,2018,1187213
F,Y10-14,ES,Spain,2019,1213307
F,Y10-14,ES,Spain,2020,1226655
F,Y10-14,ES,Spain,2021,1227805
F,Y10-14,ES,Spain,2022,1223025
F,Y10-14,ES,Spain,2023,1225892
F,Y10-14,FI,Finland,2014,142279
F,Y10-14,FI,Finland,2015,142702
F,Y10-14,FI,Finland,2016,143863
F,Y10-14,FI,Finland,2017,145625
F,Y10-14,FI,Finland,2018,147620
F,Y10-14,FI,Finland,2019,149356
F,Y10-14,FI,Finland,2020,151113
F,Y10-14,FI,Finland,2021,152888
F,Y10-14,FI,Finland,2022,153649
F,Y10-14,FI,Finland,2023,154687
F,Y10-14,FR,France,2014,2026103
F,Y10-14,FR,France,2015,2040582
F,Y10-14,FR,France,2016,2030624
F,Y10-14,FR,France,2017,2036854
F,Y10-14,FR,France,2018,2044842
F,Y10-14,FR,France,2019,2056339
F,Y10-14,FR,France,2020,2064858
F,Y10-14,FR,France,2021,2085962
F,Y10-14,FR,France,2022,2084753
F,Y10-14,FR,France,2023,2087625
F,Y10-14,HR,Croatia,2014,102318
F,Y10-14,HR,Croatia,2015,99568
F,Y10-14,HR,Croatia,2016,98397
F,Y10-14,HR,Croatia,2017,97457
F,Y10-14,HR,Croatia,2018,96855
F,Y10-14,HR,Croatia,2019,97340
F,Y10-14,HR,Croatia,2020,98575
F,Y10-14,HR,Croatia,2021,98484
F,Y10-14,HR,Croatia,2022,95465
F,Y10-14,HR,Croatia,2023,95352
F,Y10-14,HU,Hungary,2014,233142
F,Y10-14,HU,Hungary,2015,233623
F,Y10-14,HU,Hungary,2016,234020
F,Y10-14,HU,Hungary,2017,236561
F,Y10-14,HU,Hungary,2018,237441
F,Y10-14,HU,Hungary,2019,240423
F,Y10-14,HU,Hungary,2020,241937
F,Y10-14,HU,Hungary,2021,238779
F,Y10-14,HU,Hungary,2022,232286
F,Y10-14,HU,Hungary,2023,224654
F,Y10-14,IE,Ireland,2014,151154
F,Y10-14,IE,Ireland,2015,153090
F,Y10-14,IE,Ireland,2016,155098
F,Y10-14,IE,Ireland,2017,157499
F,Y10-14,IE,Ireland,2018,160595
F,Y10-14,IE,Ireland,2019,165152
F,Y10-14,IE,Ireland,2020,169771
F,Y10-14,IE,Ireland,2021,174327
F,Y10-14,IE,Ireland,2022,177706
F,Y10-14,IE,Ireland,2023,185551
F,Y10-14,IT,Italy,2014,1384936
F,Y10-14,IT,Italy,2015,1390055
F,Y10-14,IT,Italy,2016,1384866
F,Y10-14,IT,Italy,2017,1385602
F,Y10-14,IT,Italy,2018,1389291
F,Y10-14,IT,Italy,2019,1378353
F,Y10-14,IT,Italy,2020,1374611
F,Y10-14,IT,Italy,2021,1377822
F,Y10-14,IT,Italy,2022,1369852
F,Y10-14,IT,Italy,2023,1355979
F,Y10-14,LT,Lithuania,2014,69737
F,Y10-14,LT,Lithuania,2015,66562
F,Y10-14,LT,Lithuania,2016,64226
F,Y10-14,LT,Lithuania,2017,63058
F,Y10-14,LT,Lithuania,2018,62759
F,Y10-14,LT,Lithuania,2019,63347
F,Y10-14,LT,Lithuania,2020,64833
F,Y10-14,LT,Lithuania,2021,66422
F,Y10-14,LT,Lithuania,2022,70494
F,Y10-14,LT,Lithuania,2023,73165
F,Y10-14,LU,Luxembourg,2014,15125
F,Y10-14,LU,Luxembourg,2015,15103
F,Y10-14,LU,Luxembourg,2016,14987
F,Y10-14,LU,Luxembourg,2017,15163
F,Y10-14,LU,Luxembourg,2018,15511
F,Y10-14,LU,Luxembourg,2019,15859
F,Y10-14,LU,Luxembourg,2020,16063
F,Y10-14,LU,Luxembourg,2021,16590
F,Y10-14,LU,Luxembourg,2022,16648
F,Y10-14,LU,Luxembourg,2023,17113
F,Y10-14,LV,Latvia,2014,44700
F,Y10-14,LV,Latvia,2015,44886
F,Y10-14,LV,Latvia,2016,45136
F,Y10-14,LV,Latvia,2017,46178
F,Y10-14,LV,Latvia,2018,47594
F,Y10-14,LV,Latvia,2019,49166
F,Y10-14,LV,Latvia,2020,50189
F,Y10-14,LV,Latvia,2021,49600
F,Y10-14,LV,Latvia,2022,48678
F,Y10-14,LV,Latvia,2023,48939
F,Y10-14,MT,Malta,2014,10315
F,Y10-14,MT,Malta,2015,10162
F,Y10-14,MT,Malta,2016,9970
F,Y10-14,MT,Malta,2017,9969
F,Y10-14,MT,Malta,2018,10073
F,Y10-14,MT,Malta,2019,10200
F,Y10-14,MT,Malta,2020,10532
F,Y10-14,MT,Malta,2021,10626
F,Y10-14,MT,Malta,2022,11022
F,Y10-14,MT,Malta,2023,11272
F,Y10-14,NL,Netherlands,2014,496517
F,Y10-14,NL,Netherlands,2015,493414
F,Y10-14,NL,Netherlands,2016,485116
F,Y10-14,NL,Netherlands,2017,478454
F,Y10-14,NL,Netherlands,2018,471948
F,Y10-14,NL,Netherlands,2019,466784
F,Y10-14,NL,Netherlands,2020,464854
F,Y10-14,NL,Netherlands,2021,465532
F,Y10-14,NL,Netherlands,2022,465001
F,Y10-14,NL,Netherlands,2023,468118
F,Y10-14,PL,Poland,2014,884090
F,Y10-14,PL,Poland,2015,871519
F,Y10-14,PL,Poland,2016,866833
F,Y10-14,PL,Poland,2017,874354
F,Y10-14,PL,Poland,2018,897870
F,Y10-14,PL,Poland,2019,936760
F,Y10-14,PL,Poland,2020,974338
F,Y10-14,PL,Poland,2021,997556
F,Y10-14,PL,Poland,2022,1002156
F,Y10-14,PL,Poland,2023,973162
F,Y10-14,PT,Portugal,2014,268258
F,Y10-14,PT,Portugal,2015,263204
F,Y10-14,PT,Portugal,2016,257902
F,Y10-14,PT,Portugal,2017,255811
F,Y10-14,PT,Portugal,2018,252153
F,Y10-14,PT,Portugal,2019,249639
F,Y10-14,PT,Portugal,2020,247182
F,Y10-14,PT,Portugal,2021,246396
F,Y10-14,PT,Portugal,2022,236818
F,Y10-14,PT,Portugal,2023,240793
F,Y10-14,RO,Romania,2014,518591
F,Y10-14,RO,Romania,2015,512751
F,Y10-14,RO,Romania,2016,509871
F,Y10-14,RO,Romania,2017,511304
F,Y10-14,RO,Romania,2018,512605
F,Y10-14,RO,Romania,2019,513494
F,Y10-14,RO,Romania,2020,516387
F,Y10-14,RO,Romania,2021,513007
F,Y10-14,RO,Romania,2022,531017
F,Y10-14,RO,Romania,2023,526631
F,Y10-14,SE,Sweden,2014,247801
F,Y10-14,SE,Sweden,2015,255844
F,Y10-14,SE,Sweden,2016,263672
F,Y10-14,SE,Sweden,2017,273831
F,Y10-14,SE,Sweden,2018,281896
F,Y10-14,SE,Sweden,2019,289113
F,Y10-14,SE,Sweden,2020,295667
F,Y10-14,SE,Sweden,2021,302029
F,Y10-14,SE,Sweden,2022,304297
F,Y10-14,SE,Sweden,2023,306568
F,Y10-14,SI,Slovenia,2014,44126
F,Y10-14,SI,Slovenia,2015,44475
F,Y10-14,SI,Slovenia,2016,44442
F,Y10-14,SI,Slovenia,2017,45158
F,Y10-14,SI,Slovenia,2018,46464
F,Y10-14,SI,Slovenia,2019,49067
F,Y10-14,SI,Slovenia,2020,50864
F,Y10-14,SI,Slovenia,2021,53175
F,Y10-14,SI,Slovenia,2022,54567
F,Y10-14,SI,Slovenia,2023,55760
F,Y10-14,SK,Slovakia,2014,129169
F,Y10-14,SK,Slovakia,2015,127925
F,Y10-14,SK,Slovakia,2016,127504
F,Y10-14,SK,Slovakia,2017,128779
F,Y10-14,SK,Slovakia,2018,130466
F,Y10-14,SK,Slovakia,2019,133060
F,Y10-14,SK,Slovakia,2020,135780
F,Y10-14,SK,Slovakia,2021,138142
F,Y10-14,SK,Slovakia,2022,139490
F,Y10-14,SK,Slovakia,2023,141352
F,Y15-19,AT,Austria,2014,228834
F,Y15-19,AT,Austria,2015,224066
F,Y15-19,AT,Austria,2016,221893
F,Y15-19,AT,Austria,2017,216882
F,Y15-19,AT,Austria,2018,214236
F,Y15-19,AT,Austria,2019,212135
F,Y15-19,AT,Austria,2020,212297
F,Y15-19,AT,Austria,2021,211409
F,Y15-19,AT,Austria,2022,213154
F,Y15-19,AT,Austria,2023,216466
F,Y15-19,BE,Belgium,2014,307757
F,Y15-19,BE,Belgium,2015,307559
F,Y15-19,BE,Belgium,2016,309191
F,Y15-19,BE,Belgium,2017,308408
F,Y15-19,BE,Belgium,2018,306956
F,Y15-19,BE,Belgium,2019,307712
F,Y15-19,BE,Belgium,2020,309652
F,Y15-19,BE,Belgium,2021,311388
F,Y15-19,BE,Belgium,2022,316875
F,Y15-19,BE,Belgium,2023,326356
F,Y15-19,BG,Bulgaria,2014,154609
F,Y15-19,BG,Bulgaria,2015,151983
F,Y15-19,BG,Bulgaria,2016,151901
F,Y15-19,BG,Bulgaria,2017,150302
F,Y15-19,BG,Bulgaria,2018,152046
F,Y15-19,BG,Bulgaria,2019,153256
F,Y15-19,BG,Bulgaria,2020,151806
F,Y15-19,BG,Bulgaria,2021,152328
F,Y15-19,BG,Bulgaria,2022,154613
F,Y15-19,BG,Bulgaria,2023,145736
F,Y15-19,CY,Cyprus,2014,26679
F,Y15-19,CY,Cyprus,2015,26001
F,Y15-19,CY,Cyprus,2016,25726
F,Y15-19,CY,Cyprus,2017,24917
F,Y15-19,CY,Cyprus,2018,24377
F,Y15-19,CY,Cyprus,2019,24427
F,Y15-19,CY,Cyprus,2020,24651
F,Y15-19,CY,Cyprus,2021,23883
F,Y15-19,CY,Cyprus,2022,23234
F,Y15-19,CY,Cyprus,2023,24261
F,Y15-19,CZ,Czechia,2014,233881
F,Y15-19,CZ,Czechia,2015,225919
F,Y15-19,CZ,Czechia,2016,223047
F,Y15-19,CZ,Czechia,2017,223242
F,Y15-19,CZ,Czechia,2018,224694
F,Y15-19,CZ,Czechia,2019,227173
F,Y15-19,CZ,Czechia,2020,232007
F,Y15-19,CZ,Czechia,2021,236771
F,Y15-19,CZ,Czechia,2022,244524
F,Y15-19,CZ,Czechia,2023,271057
F,Y15-19,DE,Germany,2014,1964687
F,Y15-19,DE,Germany,2015,1972135
F,Y15-19,DE,Germany,2016,2000494
F,Y15-19,DE,Germany,2017,1985471
F,Y15-19,DE,Germany,2018,1949255
F,Y15-19,DE,Germany,2019,1920778
F,Y15-19,DE,Germany,2020,1900397
F,Y15-19,DE,Germany,2021,1865287
F,Y15-19,DE,Germany,2022,1851582
F,Y15-19,DE,Germany,2023,1897883
F,Y15-19,DK,Denmark,2014,173716
F,Y15-19,DK,Denmark,2015,171815
F,Y15-19,DK,Denmark,2016,170996
F,Y15-19,DK,Denmark,2017,170361
F,Y15-19,DK,Denmark,2018,168701
F,Y15-19,DK,Denmark,2019,168141
F,Y15-19,DK,Denmark,2020,167639
F,Y15-19,DK,Denmark,2021,166863
F,Y15-19,DK,Denmark,2022,167881
F,Y15-19,DK,Denmark,2023,170222
F,Y15-19,EE,Estonia,2014,29852
F,Y15-19,EE,Estonia,2015,29329
F,Y15-19,EE,Estonia,2016,29062
F,Y15-19,EE,Estonia,2017,28816
F,Y15-19,EE,Estonia,2018,29265
F,Y15-19,EE,Estonia,2019,29883
F,Y15-19,EE,Estonia,2020,30701
F,Y15-19,EE,Estonia,2021,31410
F,Y15-19,EE,Estonia,2022,32495
F,Y15-19,EE,Estonia,2023,35197
F,Y15-19,EL,Greece,2014,267031
F,Y15-19,EL,Greece,2015,263919
F,Y15-19,EL,Greece,2016,262253
